,genre,simplified genre
3913,"Folk, blue-eyed soul, pop-jazz, soft rock",folk
3914,"Folk, blue-eyed soul, pop-jazz, soft rock",blue-eyed soul
3915,"Folk, blue-eyed soul, pop-jazz, soft rock",pop-jazz
3916,"Folk, blue-eyed soul, pop-jazz, soft rock",soft rock
3917,http://fr.dbpedia.org/resource/Picking_(guitare),picking (guitare)
3918,http://fr.dbpedia.org/resource/Tapping,tapping
3919,"Musique tibétaine, world",musique tibétaine
3920,"Musique tibétaine, world",world
3921,"Dark atmosphérique, heavenly voices",dark atmosphérique
3922,"Dark atmosphérique, heavenly voices",heavenly voices
3923,http://fr.dbpedia.org/resource/Chaoui,chaoui
3924,http://fr.dbpedia.org/resource/Cover_band,cover band
3925,Electro,electro
3926,http://fr.dbpedia.org/resource/Musique_d'ambiance,musique d'ambiance
3927,http://fr.dbpedia.org/resource/Black_metal_industriel,black metal industriel
3928,"Rap instrumental, trip hop, downtempo, musique électronique, intelligent dance music",rap instrumental
3929,"Rap instrumental, trip hop, downtempo, musique électronique, intelligent dance music",trip hop
3930,"Rap instrumental, trip hop, downtempo, musique électronique, intelligent dance music",downtempo
3931,"Rap instrumental, trip hop, downtempo, musique électronique, intelligent dance music",musique electronique
3932,"Rap instrumental, trip hop, downtempo, musique électronique, intelligent dance music",intelligent dance music
3933,"Rock progressif, rock atmosphérique, musique celtique",rock progressif
3934,"Rock progressif, rock atmosphérique, musique celtique",rock atmosphérique
3935,"Rock progressif, rock atmosphérique, musique celtique",musique celtique
3936,http://fr.dbpedia.org/resource/Rap_Hardcore,rap hardcore
3937,http://fr.dbpedia.org/resource/Disco_house,disco house
3938,http://fr.dbpedia.org/resource/Chant_chrétien,chant chrétien
3939,http://fr.dbpedia.org/resource/Gospel_house,gospel house
3940,http://fr.dbpedia.org/resource/Choro,choro
3941,http://fr.dbpedia.org/resource/Rock_alternatif_latino,rock alternatif latino
3942,musique vocale,musique vocale
3943,"Électronique, 8-bit, noise pop, experimental, dance alternative, electro-punk",electronique
3944,"Électronique, 8-bit, noise pop, experimental, dance alternative, electro-punk",8-bit
3945,"Électronique, 8-bit, noise pop, experimental, dance alternative, electro-punk",noise pop
3946,"Électronique, 8-bit, noise pop, experimental, dance alternative, electro-punk",experimental
3947,"Électronique, 8-bit, noise pop, experimental, dance alternative, electro-punk",dance alternative
3948,"Électronique, 8-bit, noise pop, experimental, dance alternative, electro-punk",electro-punk
3949,http://fr.dbpedia.org/resource/Musique_espagnole,musique espagnole
3950,http://fr.dbpedia.org/resource/Latin_Pop,latin pop
3951,http://fr.dbpedia.org/resource/Neo-trance,neo-trance
3952,http://fr.dbpedia.org/resource/Trybal,trybal
3953,"Rock, Heavy Metal, Neo Metal",rock
3954,"Rock, Heavy Metal, Neo Metal",heavy metal
3955,"Rock, Heavy Metal, Neo Metal",neo metal
3956,RnB,rnb
3957,musique orchestrale,musique orchestrale
3958,http://fr.dbpedia.org/resource/Bossa-Nova,bossa nova
3959,http://fr.dbpedia.org/resource/Crossover(musique),crossover
3960,"http://fr.dbpedia.org/resource/Fiesta,_Jazz,_Soukouss",fiesta
3961,"http://fr.dbpedia.org/resource/Fiesta,_Jazz,_Soukouss",jazz
3962,"http://fr.dbpedia.org/resource/Fiesta,_Jazz,_Soukouss",soukouss
3963,http://fr.dbpedia.org/resource/Électroacoustique,electro acoustique
3964,http://fr.dbpedia.org/resource/Expérimental,expérimental
3965,"House vocal, dance, eurodance, disco house",house vocal
3966,"House vocal, dance, eurodance, disco house",dance
3967,"House vocal, dance, eurodance, disco house",eurodance
3968,"House vocal, dance, eurodance, disco house",disco house
3969,http://fr.dbpedia.org/resource/Musique_mexicaine,musique mexicaine
3970,http://fr.dbpedia.org/resource/Années_1980,années 1980
3971,"Jazz de création, musique improvisée, musique contemporaine",jazz de création
3972,"Jazz de création, musique improvisée, musique contemporaine",musique improvisée
3973,"Jazz de création, musique improvisée, musique contemporaine",musique contemporaine
3974,http://fr.dbpedia.org/resource/Metalcore_mélodique,metalcore mélodique
3975,http://fr.dbpedia.org/resource/Hardcore_new_school,hardcore new school
3976,http://fr.dbpedia.org/resource/Crunkcore,crunkcore
3977,Pop/rock,pop-rock
3978,http://fr.dbpedia.org/resource/Afropop,afropop
3979,"Death metal, deathcore",death metal
3980,"Death metal, deathcore",deathcore
3981,http://fr.dbpedia.org/resource/Kadans,kadans
3982,http://fr.dbpedia.org/resource/Riot_grrl,riot grrrl
3983,http://fr.dbpedia.org/resource/New_jack,new jack
3984,http://fr.dbpedia.org/resource/Adult_contemporaire,adult contemporary
3985,http://fr.dbpedia.org/resource/Musiques_de_films,musique de film
3986,http://fr.dbpedia.org/resource/Yiddish,yiddish
3987,Musique baroque et classique,musique baroque
3988,Musique baroque et classique,classique
3989,http://fr.dbpedia.org/resource/Death_melodique,death mélodique
3990,"Pop, chanson française",chanson française
3991,"Pop, chanson française",pop
3992,http://fr.dbpedia.org/resource/Geek_rock,geek rock
3993,"Avec les colocs: Swing, Blues, Rock, Jazz, Rockabilly et Musique du monde. Avec Anonymus: Thrash metal. En solo: Non-Classable Punk Rock.",avec les colocs: swing
3994,"Avec les colocs: Swing, Blues, Rock, Jazz, Rockabilly et Musique du monde. Avec Anonymus: Thrash metal. En solo: Non-Classable Punk Rock.",blues
3995,"Avec les colocs: Swing, Blues, Rock, Jazz, Rockabilly et Musique du monde. Avec Anonymus: Thrash metal. En solo: Non-Classable Punk Rock.",rock
3996,"Avec les colocs: Swing, Blues, Rock, Jazz, Rockabilly et Musique du monde. Avec Anonymus: Thrash metal. En solo: Non-Classable Punk Rock.",jazz
3997,"Avec les colocs: Swing, Blues, Rock, Jazz, Rockabilly et Musique du monde. Avec Anonymus: Thrash metal. En solo: Non-Classable Punk Rock.",rockabilly
3998,"Avec les colocs: Swing, Blues, Rock, Jazz, Rockabilly et Musique du monde. Avec Anonymus: Thrash metal. En solo: Non-Classable Punk Rock.",musique du monde. avec anonymus: thrash metal. en solo: non-classable punk rock.
3999,Rock indépendant,rock indépendant
4000,"Variété espagnole, pop rock, pop, musique électronique",variété espagnole
4001,"Variété espagnole, pop rock, pop, musique électronique",pop rock
4002,"Variété espagnole, pop rock, pop, musique électronique",pop
4003,"Variété espagnole, pop rock, pop, musique électronique",musique electronique
4004,"Electro-pop, hip-hop, moombahton",electro pop
4005,"Electro-pop, hip-hop, moombahton",hip-hop
4006,"Electro-pop, hip-hop, moombahton",moombahton
4007,"Pop, , électro-rock, dance-pop, synthpop",pop
4008,"Pop, , électro-rock, dance-pop, synthpop",electro-rock
4009,"Pop, , électro-rock, dance-pop, synthpop",dance-pop
4010,"Pop, , électro-rock, dance-pop, synthpop",synthpop
4011,"Jazz vocal, pop traditionnelle, soul, quiet storm, smooth jazz, gospel",jazz vocal
4012,"Jazz vocal, pop traditionnelle, soul, quiet storm, smooth jazz, gospel",pop traditionnelle
4013,"Jazz vocal, pop traditionnelle, soul, quiet storm, smooth jazz, gospel",soul
4014,"Jazz vocal, pop traditionnelle, soul, quiet storm, smooth jazz, gospel",quiet storm
4015,"Jazz vocal, pop traditionnelle, soul, quiet storm, smooth jazz, gospel",smooth jazz
4016,"Jazz vocal, pop traditionnelle, soul, quiet storm, smooth jazz, gospel",gospel
4017,House-progressive house,house
4018,House-progressive house,house progressive
4019,http://fr.dbpedia.org/resource/Art_metal,art metal
4020,http://fr.dbpedia.org/resource/Symphonic_power_metal,symphonic power metal
4021,"Musique touareg, chantée en tamacheq et quelques fois en arabe.",musique touareg
4022,"Musique touareg, chantée en tamacheq et quelques fois en arabe.",chantée en tamacheq
4023,"Musique touareg, chantée en tamacheq et quelques fois en arabe.",quelques fois en arabe.
4024,http://fr.dbpedia.org/resource/Metal_celtique,metal celtique
4025,http://fr.dbpedia.org/resource/Musiques_traditionnelles,musiques traditionnelles
4026,"Post-punk, new wave, synthpop",post-punk
4027,"Post-punk, new wave, synthpop",new wave
4028,"Post-punk, new wave, synthpop",synthpop
4029,http://fr.dbpedia.org/resource/Chanson_pour_enfants,chanson pour enfants
4030,http://fr.dbpedia.org/resource/Métal_progressif,metal progressif
4031,http://fr.dbpedia.org/resource/Mathcore_mélodique,mathcore mélodique
4032,"variété italienne, Pop Nap Sound",variété italienne
4033,"variété italienne, Pop Nap Sound",pop nap sound
4034,"Jazz fusion, Latin jazz",jazz fusion
4035,"Jazz fusion, Latin jazz",latin jazz
4036,"Variété pop, folk-rock",variété pop
4037,"Variété pop, folk-rock",folk-rock
4038,http://fr.dbpedia.org/resource/Middle_jazz,middle jazz
4039,"Soul, dance, electrofunk, R&B, house",soul
4040,"Soul, dance, electrofunk, R&B, house",dance
4041,"Soul, dance, electrofunk, R&B, house",electrofunk
4042,"Soul, dance, electrofunk, R&B, house",r&b
4043,"Soul, dance, electrofunk, R&B, house",house
4044,Ethno alternatif festif,ethno alternatif festif
4045,"Électronique, synthpop, new wave, dub, reggae fusion, hip-hop alternatif, dance alternative",electronique
4046,"Électronique, synthpop, new wave, dub, reggae fusion, hip-hop alternatif, dance alternative",synthpop
4047,"Électronique, synthpop, new wave, dub, reggae fusion, hip-hop alternatif, dance alternative",new wave
4048,"Électronique, synthpop, new wave, dub, reggae fusion, hip-hop alternatif, dance alternative",dub
4049,"Électronique, synthpop, new wave, dub, reggae fusion, hip-hop alternatif, dance alternative",reggae fusion
4050,"Électronique, synthpop, new wave, dub, reggae fusion, hip-hop alternatif, dance alternative",hip-hop alternatif
4051,"Électronique, synthpop, new wave, dub, reggae fusion, hip-hop alternatif, dance alternative",dance alternative
4052,Musique folklorique vénézuélienne,musique folklorique vénézuélienne
4053,"Rap, reggae,Dance music",rap
4054,"Rap, reggae,Dance music",reggae
4055,"Rap, reggae,Dance music",dance music
4056,http://fr.dbpedia.org/resource/Musique_Improvisée,musique improvisée
4057,musique bretonne - musique berbèreMusique du Monde,musique bretonne
4058,musique bretonne - musique berbèreMusique du Monde,musique berbèremusique du monde
4059,http://fr.dbpedia.org/resource/Electro-punk,synthpunk
4060,"Metalcore, metalcore chrétien",metalcore
4061,"Metalcore, metalcore chrétien",metalcore chrétien
4062,http://fr.dbpedia.org/resource/Freakbeat,freakbeat
4063,http://fr.dbpedia.org/resource/Beat_(musique),beat
4064,http://fr.dbpedia.org/resource/Dark_metal_atmosphérique,dark metal atmosphérique
4065,http://fr.dbpedia.org/resource/Horror_metal,horror metal
4066,musique ancienne et contemporaine,musique ancienne
4067,musique ancienne et contemporaine,contemporaine
4068,Électrofolk,electro folk
4069,http://fr.dbpedia.org/resource/Boy_band,boy band
4070,"'''Tango, Musique Classique, Jazz",tango
4071,"'''Tango, Musique Classique, Jazz",musique classique
4072,"'''Tango, Musique Classique, Jazz",jazz
4073,http://fr.dbpedia.org/resource/Ethno,ethno
4074,"RnB, neo soul, new jack swing, hip-hop soul",rnb
4075,"RnB, neo soul, new jack swing, hip-hop soul",neo soul
4076,"RnB, neo soul, new jack swing, hip-hop soul",new jack swing
4077,"RnB, neo soul, new jack swing, hip-hop soul",hip-hop soul
4078,http://fr.dbpedia.org/resource/Rock_électronique,rock electronique
4079,http://fr.dbpedia.org/resource/Punk_Cabaret,cabaret punk
4080,"Heavy metal, speed metal, thrash metal, proto-black metal, metal industriel",heavy metal
4081,"Heavy metal, speed metal, thrash metal, proto-black metal, metal industriel",speed metal
4082,"Heavy metal, speed metal, thrash metal, proto-black metal, metal industriel",thrash metal
4083,"Heavy metal, speed metal, thrash metal, proto-black metal, metal industriel",proto-black metal
4084,"Heavy metal, speed metal, thrash metal, proto-black metal, metal industriel",metal industriel
4085,http://fr.dbpedia.org/resource/Nu-métal,nu-metal
4086,http://fr.dbpedia.org/resource/Alternatif_rock,rock alternatif
4087,", gabber, terror, j-core.",gabber
4088,", gabber, terror, j-core.",terror
4089,", gabber, terror, j-core.",j-core.
4090,http://fr.dbpedia.org/resource/B.O,musique de film
4091,"Toy music, musique acoustique, musique expérimentale",toy music
4092,"Toy music, musique acoustique, musique expérimentale",musique acoustique
4093,"Toy music, musique acoustique, musique expérimentale",musique expérimentale
4094,House-Electro-Alternatif,house
4095,House-Electro-Alternatif,electro
4096,House-Electro-Alternatif,alternatif
4097,"Rock, pop, jazz",rock
4098,"Rock, pop, jazz",pop
4099,"Rock, pop, jazz",jazz
4100,http://fr.dbpedia.org/resource/Metal_extrême,metal extreme
4101,http://fr.dbpedia.org/resource/Fidget_house,fidget house
4102,"J-Pop, HipHop, R&B",j-pop
4103,"J-Pop, HipHop, R&B",hiphop
4104,"J-Pop, HipHop, R&B",r&b
4105,http://fr.dbpedia.org/resource/Groovy,groovy
4106,"Pop, Pop rock, Classique, Folk",pop
4107,"Pop, Pop rock, Classique, Folk",pop rock
4108,"Pop, Pop rock, Classique, Folk",classique
4109,"Pop, Pop rock, Classique, Folk",folk
4110,Hardcore/metal,hardcore
4111,Hardcore/metal,metal
4112,http://fr.dbpedia.org/resource/Zarzuela,zarzuela
4113,http://fr.dbpedia.org/resource/Boogie_rock,boogie rock
4114,"Rock and roll, post-hardcore, punk rock, gospel yeh-yeh",rock and roll
4115,"Rock and roll, post-hardcore, punk rock, gospel yeh-yeh",post-hardcore
4116,"Rock and roll, post-hardcore, punk rock, gospel yeh-yeh",punk rock
4117,"Rock and roll, post-hardcore, punk rock, gospel yeh-yeh",gospel yeh-yeh
4118,"Heavy metal, speed metal, thrash metal, proto-black metal",heavy metal
4119,"Heavy metal, speed metal, thrash metal, proto-black metal",speed metal
4120,"Heavy metal, speed metal, thrash metal, proto-black metal",thrash metal
4121,"Heavy metal, speed metal, thrash metal, proto-black metal",proto-black metal
4122,http://fr.dbpedia.org/resource/Lamentation,lamentation
4123,"Pop, Pop-rock",pop
4124,"Pop, Pop-rock",pop-rock
4125,http://fr.dbpedia.org/resource/Punk_(musique),punk
4126,New country,new country
4127,http://fr.dbpedia.org/resource/Musique_tibétaine,musique tibétaine
4128,http://fr.dbpedia.org/resource/Metal_atmosphérique,metal atmosphérique
4129,"Classical jazz, cool jazz, bebop, swing, standards, mainstream",classical jazz
4130,"Classical jazz, cool jazz, bebop, swing, standards, mainstream",cool jazz
4131,"Classical jazz, cool jazz, bebop, swing, standards, mainstream",bebop
4132,"Classical jazz, cool jazz, bebop, swing, standards, mainstream",swing
4133,"Classical jazz, cool jazz, bebop, swing, standards, mainstream",standards
4134,"Classical jazz, cool jazz, bebop, swing, standards, mainstream",mainstream
4135,http://fr.dbpedia.org/resource/Latin_house,latin house
4136,rock acoustique world,rock acoustique world
4137,http://fr.dbpedia.org/resource/Musique_Celtique,musique celtique
4138,"Rock 'n' roll, post-punk, gospel yeh-yeh",rock 'n' roll
4139,"Rock 'n' roll, post-punk, gospel yeh-yeh",post-punk
4140,"Rock 'n' roll, post-punk, gospel yeh-yeh",gospel yeh-yeh
4141,"Musique tibétaine, world, Ache Lhamo",musique tibétaine
4142,"Musique tibétaine, world, Ache Lhamo",world
4143,"Musique tibétaine, world, Ache Lhamo",ache lhamo
4144,http://fr.dbpedia.org/resource/Musique_berbère,musique berbère
4145,http://fr.dbpedia.org/resource/Blackened_death_metal,blackened death metal
4146,"Choro, samba et jazz",choro
4147,"Choro, samba et jazz",samba
4148,"Choro, samba et jazz",jazz
4149,[chanson française],chanson française
4150,http://fr.dbpedia.org/resource/Rock_en_Bretagne,rock en bretagne
4151,http://fr.dbpedia.org/resource/Ethereal_wave,ethereal wave
4152,http://fr.dbpedia.org/resource/Eurock,eurock
4153,http://fr.dbpedia.org/resource/Persian,persian
4154,http://fr.dbpedia.org/resource/Danse_électro,danse electro
4155,"jazz, pop",jazz
4156,"jazz, pop",pop
4157,http://fr.dbpedia.org/resource/Metal_hardcore,metal hardcore
4158,Punk/rock/celtique,punk
4159,Punk/rock/celtique,rock
4160,Punk/rock/celtique,celtique
4161,"New wave , pop",new wave
4162,"New wave , pop",pop
4163,"Soul, R&B, early funk",soul
4164,"Soul, R&B, early funk",r&b
4165,"Soul, R&B, early funk",early funk
4166,"Punk, new wave, pop, rock",punk
4167,"Punk, new wave, pop, rock",new wave
4168,"Punk, new wave, pop, rock",pop
4169,"Punk, new wave, pop, rock",rock
4170,"instrumental, acoustique",instrumental
4171,"instrumental, acoustique",acoustique
4172,http://fr.dbpedia.org/resource/OPM,opm
4173,http://fr.dbpedia.org/resource/Hard-rock,hard rock
4174,http://fr.dbpedia.org/resource/Terror,terror
4175,"Pop, mandopop",pop
4176,"Pop, mandopop",mandopop
4177,"Folk, pop",folk pop
4178,http://fr.dbpedia.org/resource/Musique_hongroise,musique hongroise
4179,"Rap East Coast, rap hardcore, Latin rap",rap east coast
4180,"Rap East Coast, rap hardcore, Latin rap",rap hardcore
4181,"Rap East Coast, rap hardcore, Latin rap",latin rap
4182,http://fr.dbpedia.org/resource/Musique_bulgare,musique bulgare
4183,", metal symphonique",metal symphonique
4184,http://fr.dbpedia.org/resource/Futurepop,futurepop
4185,http://fr.dbpedia.org/resource/C-pop,c-pop
4186,"folk, musiques du monde, inspiré par la musique de la Grèce antique",folk
4187,"folk, musiques du monde, inspiré par la musique de la Grèce antique",musiques du monde
4188,"folk, musiques du monde, inspiré par la musique de la Grèce antique",inspiré par la musique de la grèce antique
4189,http://fr.dbpedia.org/resource/Trot_(musique),trot
4190,"Industrial hardcore, hardcore et gabber",industrial hardcore
4191,"Industrial hardcore, hardcore et gabber",hardcore
4192,"Industrial hardcore, hardcore et gabber",gabber
4193,http://fr.dbpedia.org/resource/Zef,zef
4194,"Nu soul, Blues, Trip-hop",nu soul
4195,"Nu soul, Blues, Trip-hop",blues
4196,"Nu soul, Blues, Trip-hop",trip-hop
4197,http://fr.dbpedia.org/resource/Musique_antillaise,musique antillaise
4198,http://fr.dbpedia.org/resource/Zouk_RnB,zouk rnb
4199,http://fr.dbpedia.org/resource/Electronic,electronique
4200,"Synthpop, future shock, post-wave dance",synthpop
4201,"Synthpop, future shock, post-wave dance",future shock
4202,"Synthpop, future shock, post-wave dance",post-wave dance
4203,http://fr.dbpedia.org/resource/Blue,blue
4204,"Jazz, librairie musicale",jazz
4205,"Jazz, librairie musicale",librairie musicale
4206,http://fr.dbpedia.org/resource/Industrial_hardcore,industrial hardcore
4207,"Eurodance, Trance  et  Disco, Pop,Dance",eurodance
4208,"Eurodance, Trance  et  Disco, Pop,Dance",trance 
4209,"Eurodance, Trance  et  Disco, Pop,Dance", disco
4210,"Eurodance, Trance  et  Disco, Pop,Dance",pop
4211,"Eurodance, Trance  et  Disco, Pop,Dance",dance
4212,http://fr.dbpedia.org/resource/Chants_religieux,chants religieux
4213,http://fr.dbpedia.org/resource/Crooner,crooner
4214,http://fr.dbpedia.org/resource/Chanson_à_texte,chanson à texte
4215,pop-rock variétés,pop-rock variétés
4216,"Ndombolo, rumba odemba, soukous",ndombolo
4217,"Ndombolo, rumba odemba, soukous",rumba odemba
4218,"Ndombolo, rumba odemba, soukous",soukous
4219,http://fr.dbpedia.org/resource/Musique_d'anime,musique d'anime
4220,http://fr.dbpedia.org/resource/Mutant_disco,mutant disco
4221,Voix Féminine pour la Liberté et L’Indépendance Du Sahara Occidental,voix féminine pour la liberté
4222,Voix Féminine pour la Liberté et L’Indépendance Du Sahara Occidental,l’indépendance du sahara occidental
4223,http://fr.dbpedia.org/resource/Chanson_napolitaine,chanson napolitaine
4224,Viking/folk metal,viking
4225,Viking/folk metal,folk metal
4226,M'saama,m'saama
4227,accordéon non traditionnel expérimental,accordéon
4228,accordéon non traditionnel expérimental,expérimental
4229,exclusivement acoustique,exclusivement acoustique
4230,http://fr.dbpedia.org/resource/Nouveaux_Romantiques,nouveaux romantiques
4231,"Variétés, pop, jazz, rock",variétés
4232,"Variétés, pop, jazz, rock",pop
4233,"Variétés, pop, jazz, rock",jazz
4234,"Variétés, pop, jazz, rock",rock
4235,http://fr.dbpedia.org/resource/Fantezi_Müzik,fantezi müzik
4236,http://fr.dbpedia.org/resource/Türk_Halk_Müziği,türk halk müziği
4237,http://fr.dbpedia.org/resource/Idole_japonaise,idole japonaise
4238,http://fr.dbpedia.org/resource/Bossa-nova,bossa nova
4239,"Pop, romantique",pop
4240,"Pop, romantique",romantique
4241,http://fr.dbpedia.org/resource/Merengue,merengue
4242,http://fr.dbpedia.org/resource/Pachanga,pachanga
4243,"Post-Rock, Musique de film,",post-rock
4244,"Post-Rock, Musique de film,",musique de film
4245,"Post-Rock, Musique de film,",none
4246,Musique traditionnelle,musique traditionnelle
4247,House,house
4248,"K-pop, Rap, hip-hop , Dance",k-pop
4249,"K-pop, Rap, hip-hop , Dance",rap
4250,"K-pop, Rap, hip-hop , Dance",hip-hop 
4251,"K-pop, Rap, hip-hop , Dance",dance
4252,http://fr.dbpedia.org/resource/Afro-beat,afrobeat
4253,http://fr.dbpedia.org/resource/NYHC,nyhc
4254,Séga mauricien,séga mauricien
4255,"Electro, pop",electro pop
4256,Rap,rap
4257,http://fr.dbpedia.org/resource/Gothic_rock,gothique rock
4258,http://fr.dbpedia.org/resource/NDW,ndw
4259,http://fr.dbpedia.org/resource/Acoustic_rock,acoustique
4260,http://fr.dbpedia.org/resource/Acoustic_rock,rock
4261,chansons patriotiques,chanson patriotique
4262,Œuvres chorales,œuvres chorales
4263,http://fr.dbpedia.org/resource/Rock_Kabyle,rock kabyle
4264,http://fr.dbpedia.org/resource/Opéra_comique,opéra-comique
4265,"Rock, chanson française",chanson française
4266,"Rock, chanson française",rock
4267,"Junkanoo, dance, hip-hop, rap",junkanoo
4268,"Junkanoo, dance, hip-hop, rap",dance
4269,"Junkanoo, dance, hip-hop, rap",hip-hop
4270,"Junkanoo, dance, hip-hop, rap",rap
4271,chanson kabyle,chanson kabyle
4272,http://fr.dbpedia.org/resource/Percussions_corporelles,percussions corporelles
4273,http://fr.dbpedia.org/resource/Danse_bretonne,danse bretonne
4274,http://fr.dbpedia.org/resource/Nouvelle_Vague_(musique),nouvelle vague
4275,http://fr.dbpedia.org/resource/Musique_brésilienne_populaire,musique brésilienne populaire
4276,• mainstream,mainstream
4277,• rockabilly,rockabilly
4278,"Rap East Coast, rap underground",rap east coast
4279,"Rap East Coast, rap underground",rap underground
4280,"Electro house, house, vocal house",electro house
4281,"Electro house, house, vocal house",house
4282,"Electro house, house, vocal house",vocal house
4283,http://fr.dbpedia.org/resource/Soundtrack_music,soundtrack music
4284,Folk médiéval celtique,folk médiéval celtique
4285,http://fr.dbpedia.org/resource/Chanson_de_révolte,chanson de révolte
4286,http://fr.dbpedia.org/resource/Cadence-Lypso,cadence lypso
4287,Jazz et variété,jazz
4288,Jazz et variété,variété
4289,http://fr.dbpedia.org/resource/Country-rock,country rock
4290,http://fr.dbpedia.org/resource/Outlaw_country,outlaw country
4291,http://fr.dbpedia.org/resource/Honky_tonk,honky tonk
4292,http://fr.dbpedia.org/resource/Chanson_kabyle,chanson kabyle
4293,http://fr.dbpedia.org/resource/Blues_touareg,blues touareg
4294,http://fr.dbpedia.org/resource/Houzi,houzi
4295,http://fr.dbpedia.org/resource/Gnawi,gnaouas
4296,Ethno-pop,ethno-pop
4297,http://fr.dbpedia.org/resource/Hillbilly,hillbilly
4298,http://fr.dbpedia.org/resource/Rockgrass,rockgrass
4299,http://fr.dbpedia.org/resource/Dubstyle,dubstyle
4300,http://fr.dbpedia.org/resource/AfroPop,afropop
4301,http://fr.dbpedia.org/resource/Cyber_Metal,cyber metal
4302,http://fr.dbpedia.org/resource/Zef_(culture),zef (culture)
4303,http://fr.dbpedia.org/resource/Reprise,reprise
4304,Art in situ,art in situ
4305,Installation interactive,installation interactive
4306,Installation sonore,installation sonore
4307,Performance sonore,performance sonore
4308,"Dancehall reggae, ragga dancehall, musique de variétés, reggae, zouk, électro, freestyle",dancehall reggae
4309,"Dancehall reggae, ragga dancehall, musique de variétés, reggae, zouk, électro, freestyle",ragga dancehall
4310,"Dancehall reggae, ragga dancehall, musique de variétés, reggae, zouk, électro, freestyle",musique de variétés
4311,"Dancehall reggae, ragga dancehall, musique de variétés, reggae, zouk, électro, freestyle",reggae
4312,"Dancehall reggae, ragga dancehall, musique de variétés, reggae, zouk, électro, freestyle",zouk
4313,"Dancehall reggae, ragga dancehall, musique de variétés, reggae, zouk, électro, freestyle",electro
4314,"Dancehall reggae, ragga dancehall, musique de variétés, reggae, zouk, électro, freestyle",freestyle
4315,http://fr.dbpedia.org/resource/Musique_religieuse,musique religieuse
4316,http://fr.dbpedia.org/resource/Synthese,synthese
4317,"Musique électronique,",musique electronique
4318,"indie pop, folk",indie pop
4319,"indie pop, folk",folk
4320,Chanson/Americana/Autre,chanson
4321,Chanson/Americana/Autre,americana
4322,Musique Classique,musique classique
4323,chanson française « à texte »,chanson française
4324,http://fr.dbpedia.org/resource/Musique_kabyle,musique kabyle
4325,"Vocaliste contemporaine, jazz contemporain, soul, pop, musique du monde",vocaliste contemporaine
4326,"Vocaliste contemporaine, jazz contemporain, soul, pop, musique du monde",jazz contemporain
4327,"Vocaliste contemporaine, jazz contemporain, soul, pop, musique du monde",soul
4328,"Vocaliste contemporaine, jazz contemporain, soul, pop, musique du monde",pop
4329,"Vocaliste contemporaine, jazz contemporain, soul, pop, musique du monde",musique du monde
4330,http://fr.dbpedia.org/resource/Ghazal,ghazal
4331,http://fr.dbpedia.org/resource/Porn_grind,porn grind
4332,Danse néo-classique,néoclassique (danse)
4333,http://fr.dbpedia.org/resource/Musique_de_jeux_vidéo,musique de jeu vidéo
4334,http://fr.dbpedia.org/resource/Musique_Tzigane,musique tzigane
4335,bachata,bachata
4336,http://fr.dbpedia.org/resource/Musique_de_l'Inde_du_Nord,musique de l'inde du nord
4337,http://fr.dbpedia.org/resource/Vispop,vispop
4338,Nu jazz,nu jazz
4339,http://fr.dbpedia.org/resource/Frevo,frevo
4340,http://fr.dbpedia.org/resource/Baião_(musique),baião
4341,http://fr.dbpedia.org/resource/Métal_symphonique,metal symphonique
4342,"Electro Rock, synthpop, rock industriel, Dance Rock, alternative dance, post-punk, pop rock",electro rock
4343,"Electro Rock, synthpop, rock industriel, Dance Rock, alternative dance, post-punk, pop rock",synthpop
4344,"Electro Rock, synthpop, rock industriel, Dance Rock, alternative dance, post-punk, pop rock",rock industriel
4345,"Electro Rock, synthpop, rock industriel, Dance Rock, alternative dance, post-punk, pop rock",dance rock
4346,"Electro Rock, synthpop, rock industriel, Dance Rock, alternative dance, post-punk, pop rock",alternative dance
4347,"Electro Rock, synthpop, rock industriel, Dance Rock, alternative dance, post-punk, pop rock",post-punk
4348,"Electro Rock, synthpop, rock industriel, Dance Rock, alternative dance, post-punk, pop rock",pop rock
4349,http://fr.dbpedia.org/resource/Moyen_Âge,moyen âge
4350,http://fr.dbpedia.org/resource/Rock_pop,pop-rock
4351,http://fr.dbpedia.org/resource/Lyrics,lyrics
4352,"Hip-hop alternatif, rap underground rap experimental",hip-hop alternatif
4353,"Hip-hop alternatif, rap underground rap experimental",rap underground rap experimental
4354,http://fr.dbpedia.org/resource/Rock_punk,punk-rock
4355,"Doom metal , death mélodique, progressive death metal",doom metal 
4356,"Doom metal , death mélodique, progressive death metal",death mélodique
4357,"Doom metal , death mélodique, progressive death metal",progressive death metal
4358,"chanson française, pop",chanson française
4359,"chanson française, pop",pop
4360,http://fr.dbpedia.org/resource/Morna,morna
4361,http://fr.dbpedia.org/resource/Milonga_pampeana,milonga pampeana
4362,"Dirty south, rap hardcore, gangsta rap
rap experimental",dirty south
4363,"Dirty south, rap hardcore, gangsta rap
rap experimental",rap hardcore
4364,"Dirty south, rap hardcore, gangsta rap
rap experimental",gangsta rap
4365,"Dirty south, rap hardcore, gangsta rap
rap experimental",rap experimental
4366,"Metalcore, hardcore mélodique, post-hardcore",metalcore
4367,"Metalcore, hardcore mélodique, post-hardcore",hardcore mélodique
