,genre,simplified genre
4368,"Metalcore, hardcore mélodique, post-hardcore",post-hardcore
4369,http://fr.dbpedia.org/resource/Nouvelle_Vague,nouvelle vague
4370,http://fr.dbpedia.org/resource/Musique_Électronique_(musique),musique electronique
4371,"metal, jazz et funk",metal
4372,"metal, jazz et funk",jazz
4373,"metal, jazz et funk",funk
4374,http://fr.dbpedia.org/resource/Vignette,vignette
4375,http://fr.dbpedia.org/resource/Raï'n'B,raï'n'b
4376,http://fr.dbpedia.org/resource/Symphonic_black_metal,symphonic black metal
4377,"Dub, lover's rock, raggae",dub
4378,"Dub, lover's rock, raggae",lover's rock
4379,"Dub, lover's rock, raggae",raggae
4380,"Hip-hop alternatif, hip-hop expérimental, hip-hop industriel, rap hardcore",hip-hop alternatif
4381,"Hip-hop alternatif, hip-hop expérimental, hip-hop industriel, rap hardcore",hip-hop expérimental
4382,"Hip-hop alternatif, hip-hop expérimental, hip-hop industriel, rap hardcore",hip-hop industriel
4383,"Hip-hop alternatif, hip-hop expérimental, hip-hop industriel, rap hardcore",rap hardcore
4384,http://fr.dbpedia.org/resource/Musique_populaire_portugaise,musique populaire portugaise
4385,http://fr.dbpedia.org/resource/Jazz(musique),jazz
4386,"Chanson polyphonique, motet, air de cour",chanson polyphonique
4387,"Chanson polyphonique, motet, air de cour",motet
4388,"Chanson polyphonique, motet, air de cour",air de cour
4389,Musique médiévale,musique médiévale
4390,Musique médiévale et de la Renaissance,musique médiévale
4391,Musique médiévale et de la Renaissance,de la renaissance
4392,http://fr.dbpedia.org/resource/Glitch_(musique),glitch
4393,http://fr.dbpedia.org/resource/Mashup_(musique),mashup
4394,http://fr.dbpedia.org/resource/Kayokyoku,kayōkyoku
4395,http://fr.dbpedia.org/resource/Hantologie,hantologie
4396,http://fr.dbpedia.org/resource/Rhythm_&_Blues,rhythm & blues
4397,http://fr.dbpedia.org/resource/Variétés,variété
4398,http://fr.dbpedia.org/resource/Power_métal,power metal
4399,Post-punk,post-punk
4400,http://fr.dbpedia.org/resource/Music_kabyle,music kabyle
4401,"Pop, bossa nova, jazz",pop
4402,"Pop, bossa nova, jazz",bossa nova
4403,"Pop, bossa nova, jazz",jazz
4404,Compas direct,compas direct
4405,http://fr.dbpedia.org/resource/Drame_(théâtre),drame
4406,http://fr.dbpedia.org/resource/Musique_en_français,musique en français
4407,http://fr.dbpedia.org/resource/Techno_Hardcore,techno hardcore
4408,Indie / Folk,indie
4409,Indie / Folk,folk
4410,http://fr.dbpedia.org/resource/Jungle,jungle
4411,http://fr.dbpedia.org/resource/Old_School_Hardcore,old school
4412,http://fr.dbpedia.org/resource/Old_School_Hardcore,hardcore
4413,http://fr.dbpedia.org/resource/Old_School_Rave,old school
4414,http://fr.dbpedia.org/resource/Old_School_Rave,rave
4415,http://fr.dbpedia.org/resource/Copla,copla
4416,hardcore et gabber,hardcore
4417,hardcore et gabber,gabber
4418,Hip-hop alternatif,hip-hop alternatif
4419,http://fr.dbpedia.org/resource/Miami_bass,miami bass
4420,"Hard trance, NRG, hard dance, tech trance, tech dance",hard trance
4421,"Hard trance, NRG, hard dance, tech trance, tech dance",nrg
4422,"Hard trance, NRG, hard dance, tech trance, tech dance",hard dance
4423,"Hard trance, NRG, hard dance, tech trance, tech dance",tech trance
4424,"Hard trance, NRG, hard dance, tech trance, tech dance",tech dance
4425,"rhythm and blues,",rhythm and blues
4426,"Reggaeton, rap, R'n'B, rock",reggaeton
4427,"Reggaeton, rap, R'n'B, rock",rap
4428,"Reggaeton, rap, R'n'B, rock",r'n'b
4429,"Reggaeton, rap, R'n'B, rock",rock
4430,variété française,variété française
4431,http://fr.dbpedia.org/resource/Industrial_metal,industrial metal
4432,"Drum and Bass, Musique électronique, Mid-Fi Synth-wave, Slow-motion Funk",drum and bass
4433,"Drum and Bass, Musique électronique, Mid-Fi Synth-wave, Slow-motion Funk",musique electronique
4434,"Drum and Bass, Musique électronique, Mid-Fi Synth-wave, Slow-motion Funk",mid-fi synth-wave
4435,"Drum and Bass, Musique électronique, Mid-Fi Synth-wave, Slow-motion Funk",slow-motion funk
4436,http://fr.dbpedia.org/resource/Early_hardcore,early hardcore
4437,"rock, pop",pop-rock
4438,"Electroswing, jazz, nu jazz, swing, cabaret",electroswing
4439,"Electroswing, jazz, nu jazz, swing, cabaret",jazz
4440,"Electroswing, jazz, nu jazz, swing, cabaret",nu jazz
4441,"Electroswing, jazz, nu jazz, swing, cabaret",swing
4442,"Electroswing, jazz, nu jazz, swing, cabaret",cabaret
4443,"Metal, funk",funk-metal
4444,"Unblack metal, metal chrétien, bunker metal",unblack metal
4445,"Unblack metal, metal chrétien, bunker metal",metal chrétien
4446,"Unblack metal, metal chrétien, bunker metal",bunker metal
4447,http://fr.dbpedia.org/resource/Musique_des_Antilles_françaises,musique des antilles françaises
4448,http://fr.dbpedia.org/resource/Cadence_Lypso,cadence lypso
4449,Duo Humorythmique ou Drumoristique,duo humorythmique
4450,Duo Humorythmique ou Drumoristique,drumoristique
4451,http://fr.dbpedia.org/resource/DJ,none
4452,"Afropop, fusion, musique traditionnelle du Mozambique",afropop
4453,"Afropop, fusion, musique traditionnelle du Mozambique",fusion
4454,"Afropop, fusion, musique traditionnelle du Mozambique",musique traditionnelle du mozambique
4455,http://fr.dbpedia.org/resource/Banda_(musique),banda
4456,http://fr.dbpedia.org/resource/Industrial,industriel
4457,"opérette, chansons populaires,musique de film",opérette
4458,"opérette, chansons populaires,musique de film",chansons populaires
4459,"opérette, chansons populaires,musique de film",musique de film
4460,http://fr.dbpedia.org/resource/Modern_jazz,modern jazz
4461,folk alternatif,folk alternatif
4462,Death technique mélodique chrétien,death technique mélodique chrétien
4463,"Pop, musique instrumentale pour la télévision",pop
4464,"Pop, musique instrumentale pour la télévision",musique instrumentale pour la télévision
4465,"Post-hardcore, metalcore, melodic hardcore, pop punk, alternative rock, emo, rap",post-hardcore
4466,"Post-hardcore, metalcore, melodic hardcore, pop punk, alternative rock, emo, rap",metalcore
4467,"Post-hardcore, metalcore, melodic hardcore, pop punk, alternative rock, emo, rap",melodic hardcore
4468,"Post-hardcore, metalcore, melodic hardcore, pop punk, alternative rock, emo, rap",pop punk
4469,"Post-hardcore, metalcore, melodic hardcore, pop punk, alternative rock, emo, rap",alternative rock
4470,"Post-hardcore, metalcore, melodic hardcore, pop punk, alternative rock, emo, rap",emo
4471,"Post-hardcore, metalcore, melodic hardcore, pop punk, alternative rock, emo, rap",rap
4472,http://fr.dbpedia.org/resource/Récital,récital
4473,musique de film,musique de film
4474,"Cold-wave, goth-rock",cold-wave
4475,"Cold-wave, goth-rock",goth-rock
4476,[Fingerstyle],fingerstyle
4477,http://fr.dbpedia.org/resource/Death_Metal_(musique),death metal
4478,Country gospel,country gospel
4479,"Hillbilly blues,",hillbilly blues
4480,"Hillbilly blues,",none
4481,Hillbilly boogie et,hillbilly boogie
4482,P-pop,p-pop
4483,Pop psychédélique,pop psychédélique
4484,"Pop, europop et disco",pop
4485,"Pop, europop et disco",europop
4486,"Pop, europop et disco",disco
4487,http://fr.dbpedia.org/resource/Deep_soul,deep soul
4488,http://fr.dbpedia.org/resource/Cello_rock,cello rock
4489,biographie,biographie
4490,http://fr.dbpedia.org/resource/Onnagata,onnagata
4491,"Rhythm and blues, musique orchestrale, soul, funk, easy listening",rhythm and blues
4492,"Rhythm and blues, musique orchestrale, soul, funk, easy listening",musique orchestrale
4493,"Rhythm and blues, musique orchestrale, soul, funk, easy listening",soul
4494,"Rhythm and blues, musique orchestrale, soul, funk, easy listening",funk
4495,"Rhythm and blues, musique orchestrale, soul, funk, easy listening",easy listening
4496,http://fr.dbpedia.org/resource/Black_metal_ambiant,black metal ambiant
4497,http://fr.dbpedia.org/resource/Guaracha,guaracha
4498,http://fr.dbpedia.org/resource/Metal_expérimental,metal experimental
4499,http://fr.dbpedia.org/resource/France,none
4500,"Chanson française, variété, rock",chanson française
4501,"Chanson française, variété, rock",variété
4502,"Chanson française, variété, rock",rock
4503,http://fr.dbpedia.org/resource/Revue_(théâtre),revue (théâtre)
4504,http://fr.dbpedia.org/resource/Chanteur_de_Playback,chanteur de playback
4505,http://fr.dbpedia.org/resource/Two-Tone,2-tone
4506,"Heavy metal, speed metal, black metal",heavy metal
4507,"Heavy metal, speed metal, black metal",speed metal
4508,"Heavy metal, speed metal, black metal",black metal
4509,http://fr.dbpedia.org/resource/Metal_Progressif,metal progressif
4510,http://fr.dbpedia.org/resource/Jazz_modal,jazz modal
4511,Jazz :,jazz
4512,http://fr.dbpedia.org/resource/Skatecore,skatecore
4513,Musique concrète et électroacoustique,musique concrète
4514,Musique concrète et électroacoustique,electroacoustique
4515,http://fr.dbpedia.org/resource/Ballet,ballet
4516,http://fr.dbpedia.org/resource/Musique_Expérimentale,musique expérimentale
4517,"Rock progressif, glam rock, heavy metal, hard rock, pop rock, arena rock, rock psychédélique et blues rock",rock progressif
4518,"Rock progressif, glam rock, heavy metal, hard rock, pop rock, arena rock, rock psychédélique et blues rock",glam rock
4519,"Rock progressif, glam rock, heavy metal, hard rock, pop rock, arena rock, rock psychédélique et blues rock",heavy metal
4520,"Rock progressif, glam rock, heavy metal, hard rock, pop rock, arena rock, rock psychédélique et blues rock",hard rock
4521,"Rock progressif, glam rock, heavy metal, hard rock, pop rock, arena rock, rock psychédélique et blues rock",pop rock
4522,"Rock progressif, glam rock, heavy metal, hard rock, pop rock, arena rock, rock psychédélique et blues rock",arena rock
4523,"Rock progressif, glam rock, heavy metal, hard rock, pop rock, arena rock, rock psychédélique et blues rock",rock psychédélique
4524,"Rock progressif, glam rock, heavy metal, hard rock, pop rock, arena rock, rock psychédélique et blues rock",blues rock
4525,"Funk rock, rock alternatif et fusion",funk rock
4526,"Funk rock, rock alternatif et fusion",rock alternatif
4527,"Funk rock, rock alternatif et fusion",fusion
4528,http://fr.dbpedia.org/resource/Rap_alternatif,rap alternatif
4529,reggae,reggae
4530,Horror punk,horror punk
4531,Punk hardcore,punk hardcore
4532,http://fr.dbpedia.org/resource/Neo_classical,neo classical
4533,"Black metal symphonique, gothic metal",black metal symphonique
4534,"Black metal symphonique, gothic metal",gothique metal
4535,"Metal alternatif, gothic rock",metal alternatif
4536,"Metal alternatif, gothic rock",gothique rock
4537,http://fr.dbpedia.org/resource/Türkü,türkü
4538,Reggae,reggae
4539,http://fr.dbpedia.org/resource/Musique_acousmatique,musique acousmatique
4540,"Heavy metal, punk hardcore rapcore metalcorecrossover thrash",heavy metal
4541,"Heavy metal, punk hardcore rapcore metalcorecrossover thrash",punk hardcore rapcore metalcorecrossover thrash
4542,http://fr.dbpedia.org/resource/Memphis_soul,memphis soul
4543,"Opéras, ballets",opéra
4544,"Opéras, ballets",ballet
4545,Death metal,death metal
4546,Metal progressif,metal progressif
4547,"Skiffle, rock 'n' roll, pop, gospel,",skiffle
4548,"Skiffle, rock 'n' roll, pop, gospel,",rock 'n' roll
4549,"Skiffle, rock 'n' roll, pop, gospel,",pop
4550,"Skiffle, rock 'n' roll, pop, gospel,",gospel
4551,"Skiffle, rock 'n' roll, pop, gospel,",none
4552,http://fr.dbpedia.org/resource/Tin_Pan_Alley,tin pan alley
4553,"Hard rock, heavy metal, glam metal",hard rock
4554,"Hard rock, heavy metal, glam metal",heavy metal
4555,"Hard rock, heavy metal, glam metal",glam metal
4556,http://fr.dbpedia.org/resource/Chanson_italienne,chanson italienne
4557,http://fr.dbpedia.org/resource/Stride,stride
4558,Chanson poétique,chanson poétique
4559,http://fr.dbpedia.org/resource/Folk_progressif,folk progressif
4560,http://fr.dbpedia.org/resource/Tropicalisme,tropicalisme
4561,"Soul, rhythm and blues",soul
4562,"Soul, rhythm and blues",rhythm and blues
4563,Bande originale de film et de jeux vidéo,musique de film
4564,"Variété Française, chansons à texte",variété française
4565,"Variété Française, chansons à texte",chansons à texte
4566,http://fr.dbpedia.org/resource/Chanson_enfantine,chanson enfantine
4567,romantique,romantique
4568,http://fr.dbpedia.org/resource/P-funk,p-funk
4569,http://fr.dbpedia.org/resource/Pop_prog,pop prog
4570,"Trance, techno, electronica, , , Pop, Soul, Blues, Rock alternatif",trance
4571,"Trance, techno, electronica, , , Pop, Soul, Blues, Rock alternatif",techno
4572,"Trance, techno, electronica, , , Pop, Soul, Blues, Rock alternatif",electroniquea
4573,"Trance, techno, electronica, , , Pop, Soul, Blues, Rock alternatif",
4574,"Trance, techno, electronica, , , Pop, Soul, Blues, Rock alternatif",
4575,"Trance, techno, electronica, , , Pop, Soul, Blues, Rock alternatif",pop
4576,"Trance, techno, electronica, , , Pop, Soul, Blues, Rock alternatif",soul
4577,"Trance, techno, electronica, , , Pop, Soul, Blues, Rock alternatif",blues
4578,"Trance, techno, electronica, , , Pop, Soul, Blues, Rock alternatif",rock alternatif
4579,http://fr.dbpedia.org/resource/Métissage_culturel,métissage culturel
4580,"Post-punk, rock gothique, indie, rock, garage rock",post-punk
4581,"Post-punk, rock gothique, indie, rock, garage rock",rock gothique
4582,"Post-punk, rock gothique, indie, rock, garage rock",indie
4583,"Post-punk, rock gothique, indie, rock, garage rock",rock
4584,"Post-punk, rock gothique, indie, rock, garage rock",garage rock
4585,Hard rock,hard rock
4586,"Musique classique symphonique, concertante, et opéras",musique classique symphonique
4587,"Musique classique symphonique, concertante, et opéras",concertante
4588,"Musique classique symphonique, concertante, et opéras",none
4589,"Musique classique symphonique, concertante, et opéras",opéras
4590,"R&B, Dance",r&b
4591,"R&B, Dance",dance
4592,http://fr.dbpedia.org/resource/Qawwalî,qawwalî
4593,"http://fr.dbpedia.org/resource/Chansons_poétiques,_chansons_populaires,_chansons_de_révolte",chanson poétique
4594,"http://fr.dbpedia.org/resource/Chansons_poétiques,_chansons_populaires,_chansons_de_révolte",chanson populaire
4595,"http://fr.dbpedia.org/resource/Chansons_poétiques,_chansons_populaires,_chansons_de_révolte",chanson de révolte
4596,"variété italienne, jazz, easy listening",variété italienne
4597,"variété italienne, jazz, easy listening",jazz
4598,"variété italienne, jazz, easy listening",easy listening
4599,http://fr.dbpedia.org/resource/World-fusion,world-fusion
4600,"metal néo-classique, hard rock, metal instrumental, jazz fusion, heavy metal, shred, metal progressif",metal néo-classique
4601,"metal néo-classique, hard rock, metal instrumental, jazz fusion, heavy metal, shred, metal progressif",hard rock
4602,"metal néo-classique, hard rock, metal instrumental, jazz fusion, heavy metal, shred, metal progressif",metal instrumental
4603,"metal néo-classique, hard rock, metal instrumental, jazz fusion, heavy metal, shred, metal progressif",jazz fusion
4604,"metal néo-classique, hard rock, metal instrumental, jazz fusion, heavy metal, shred, metal progressif",heavy metal
4605,"metal néo-classique, hard rock, metal instrumental, jazz fusion, heavy metal, shred, metal progressif",shred
4606,"metal néo-classique, hard rock, metal instrumental, jazz fusion, heavy metal, shred, metal progressif",metal progressif
4607,"Heavy metal, hard rock, funky, une grande influence blues",heavy metal
4608,"Heavy metal, hard rock, funky, une grande influence blues",hard rock
4609,"Heavy metal, hard rock, funky, une grande influence blues",funky
4610,"Heavy metal, hard rock, funky, une grande influence blues",une grande influence blues
4611,Bel canto et,bel canto
4612,"Thrash metal, technical thrash metal, death metal",thrash metal
4613,"Thrash metal, technical thrash metal, death metal",technical thrash metal
4614,"Thrash metal, technical thrash metal, death metal",death metal
4615,"Afropop, afrobeat et musiques du monde",afropop
4616,"Afropop, afrobeat et musiques du monde",afrobeat
4617,"Afropop, afrobeat et musiques du monde",musiques du monde
4618,http://fr.dbpedia.org/resource/Rap_engagé,rap engagé
4619,http://fr.dbpedia.org/resource/Metal_extreme,metal extreme
4620,http://fr.dbpedia.org/resource/Speed_mélodique,speed mélodique
4621,"Crossover thrash, thrash metal, punk hardcore, funk metal, skate punk",crossover thrash
4622,"Crossover thrash, thrash metal, punk hardcore, funk metal, skate punk",thrash metal
4623,"Crossover thrash, thrash metal, punk hardcore, funk metal, skate punk",punk hardcore
4624,"Crossover thrash, thrash metal, punk hardcore, funk metal, skate punk",funk metal
