,genre,simplified genre,simplified genre from URL
562,"Horreur, science-fiction",horreur,False
563,"Horreur, science-fiction",science-fiction,False
564,"Guerre, Western",guerre,False
565,"Guerre, Western",western,False
566,"Film dramatique, Film historique, Mélodrame",film dramatique,False
567,"Film dramatique, Film historique, Mélodrame",film historique,False
568,"Film dramatique, Film historique, Mélodrame",melodrame,False
569,http://fr.dbpedia.org/resource/Wu_Xia_Pian,wu xia pian,True
570,"Comédie dramatique, Film musical",comedie dramatique,False
571,"Comédie dramatique, Film musical",film musical,False
572,Film à trucs,film à trucs,False
573,Péplum,peplum,False
574,http://fr.dbpedia.org/resource/Slapstick,slapstick,True
575,http://fr.dbpedia.org/resource/Documentaire_musical,documentaire musical,True
576,http://fr.dbpedia.org/resource/Fanfilm,fanfilm,True
577,http://fr.dbpedia.org/resource/Remake,remake,True
578,http://fr.dbpedia.org/resource/Space_opera,space opera,True
579,suspense,suspense,False
580,http://fr.dbpedia.org/resource/Film_sur_le_sport,film sur le sport,True
581,"espionnage, action",espionnage,False
582,"espionnage, action",action,False
583,http://fr.dbpedia.org/resource/Chronologie_du_cinéma_de_science-fiction,chronologie du cinema de science-fiction,True
584,"http://fr.dbpedia.org/resource/Film_intimiste,_psychologique",film intimiste,True
585,"http://fr.dbpedia.org/resource/Film_intimiste,_psychologique", psychologique,True
586,Court métrage expérimental,court metrage experimental,False
587,comédie d'action,comedie daction,False
588,Techno-thriller,techno-thriller,False
589,http://fr.dbpedia.org/resource/Musique_contemporaine,musique contemporaine,True
590,http://fr.dbpedia.org/resource/Musique_minimaliste,musique minimaliste,True
591,"science-fiction, thriller, aventure",science-fiction,False
592,"science-fiction, thriller, aventure",thriller,False
593,"science-fiction, thriller, aventure",aventure,False
594,Comédie romantique et fantastique,comedie romantique,False
595,Comédie romantique et fantastique,fantastique,False
596,http://fr.dbpedia.org/resource/Doublage,doublage,True
597,Chanson française,chanson française,False
598,http://fr.dbpedia.org/resource/Fiction_préhistorique,fiction prehistorique,True
599,http://fr.dbpedia.org/resource/Grunge,grunge,True
600,http://fr.dbpedia.org/resource/Heavy_metal_(musique),heavy metal (musique),True
601,http://fr.dbpedia.org/resource/Nouvelle_Musique,nouvelle musique,True
602,drame historique,drame historique,False
603,Drame social/Burlesque,drame social,False
604,Drame social/Burlesque,burlesque,False
605,"Catastrophe, drame, science-fiction",catastrophe,False
606,"Catastrophe, drame, science-fiction",drame,False
607,"Catastrophe, drame, science-fiction",science-fiction,False
608,http://fr.dbpedia.org/resource/Film_de_comédie,film de comedie,True
609,http://fr.dbpedia.org/resource/Bande_originale,bande originale,True
610,jidai-geki,jidai-geki,False
611,http://fr.dbpedia.org/resource/Pop_rock,pop rock,True
612,http://fr.dbpedia.org/resource/Féerie,feerie,True
613,"Chanson, Classical, Vocal",chanson,False
614,"Chanson, Classical, Vocal",classical,False
615,"Chanson, Classical, Vocal",vocal,False
616,http://fr.dbpedia.org/resource/Épopée,epopee,True
617,http://fr.dbpedia.org/resource/Film_satirique,film satirique,True
618,Musique de film,musique de film,False
619,http://fr.dbpedia.org/resource/Biographie_romancée,biographie romancee,True
620,"Policier, fantastique",policier,False
621,"Policier, fantastique",fantastique,False
622,"Fantastique, science-fiction",fantastique,False
623,"Fantastique, science-fiction",science-fiction,False
624,"Policier, suspense",policier,False
625,"Policier, suspense",suspense,False
626,http://fr.dbpedia.org/resource/Gangster,gangster,True
627,"Drame, Thriller",drame,False
628,"Drame, Thriller",thriller,False
629,http://fr.dbpedia.org/resource/Aamir_Khan_Productions,aamir khan productions,True
630,http://fr.dbpedia.org/resource/Synthétiseur,synthetiseur,True
631,http://fr.dbpedia.org/resource/Electro,electro,True
632,"Drame, polar, film historique",drame,False
633,"Drame, polar, film historique",polar,False
634,"Drame, polar, film historique",film historique,False
635,http://fr.dbpedia.org/resource/Drame_(Cinéma),drame (cinema),True
636,http://fr.dbpedia.org/resource/Musique_pop,musique pop,True
637,http://fr.dbpedia.org/resource/Science-fiction_militaire,science-fiction militaire,True
638,Wuxiapian,wuxiapian,False
639,http://fr.dbpedia.org/resource/Alternative_country,alternative country,True
640,http://fr.dbpedia.org/resource/Rock_mexicain,rock mexicain,True
641,http://fr.dbpedia.org/resource/Cinéma_gore,cinema gore,True
642,http://fr.dbpedia.org/resource/Texas_blues,texas blues,True
643,Comédie de guerre,comedie de guerre,False
644,"Comédie horrifique, science-fiction",comedie horrifique,False
645,"Comédie horrifique, science-fiction",science-fiction,False
646,http://fr.dbpedia.org/resource/Catastrophe,catastrophe,True
647,http://fr.dbpedia.org/resource/Ranchera,ranchera,True
648,"Comédie, horreur",comedie,False
649,"Comédie, horreur",horreur,False
650,http://fr.dbpedia.org/resource/Lounge_(musique),lounge (musique),True
651,http://fr.dbpedia.org/resource/Kung_Fu,kung fu,True
652,"suspense, thriller",suspense,False
653,"suspense, thriller",thriller,False
654,drame biographique,drame biographique,False
655,http://fr.dbpedia.org/resource/Philosophie,philosophie,True
656,"Action, aventure et drame",action,False
657,"Action, aventure et drame",aventure,False
658,"Action, aventure et drame",drame,False
659,http://fr.dbpedia.org/resource/New_jack_swing,new jack swing,True
660,"drame, épouvante-horreur et thriller",drame,False
661,"drame, épouvante-horreur et thriller",epouvante-horreur,False
662,"drame, épouvante-horreur et thriller",thriller,False
663,http://fr.dbpedia.org/resource/Gospel,gospel,True
664,http://fr.dbpedia.org/resource/Bluegrass,bluegrass,True
665,http://fr.dbpedia.org/resource/Musique_folk,musique folk,True
666,http://fr.dbpedia.org/resource/Blues,blues,True
667,http://fr.dbpedia.org/resource/Science-fiction_humoristique,science-fiction humoristique,True
668,http://fr.dbpedia.org/resource/Action,action,True
669,http://fr.dbpedia.org/resource/Musique_industrielle,musique industrielle,True
670,http://fr.dbpedia.org/resource/Britpop,britpop,True
671,"Horreur, Catastrophe, Romance",horreur,False
672,"Horreur, Catastrophe, Romance",catastrophe,False
673,"Horreur, Catastrophe, Romance",romance,False
674,Comédie romantiqe,comedie romantiqe,False
675,http://fr.dbpedia.org/resource/Polar_(film),polar (film),True
676,http://fr.dbpedia.org/resource/Liste_de_films_de_pirates,liste de films de pirates,True
677,Drame surréaliste,drame surrealiste,False
678,http://fr.dbpedia.org/resource/Sport_et_cinéma,sport et cinema,True
679,http://fr.dbpedia.org/resource/Pré-Code,pre-code,True
680,comédie d'aventure,comedie daventure,False
681,"Horreur, Fantastique",horreur,False
682,"Horreur, Fantastique",fantastique,False
683,http://fr.dbpedia.org/resource/Comédie_à_l'italienne,comedie à litalienne,True
684,drame psychologique,drame psychologique,False
685,http://fr.dbpedia.org/resource/Film_de_Guerre,film de guerre,True
686,http://fr.dbpedia.org/resource/Politique,politique,True
687,"Action, fantastique",action,False
688,"Action, fantastique",fantastique,False
689,Hard Rock,hard rock,False
690,Film catastrophe,film catastrophe,False
691,"Comédie dramatique, aventure, historique et romance",comedie dramatique,False
692,"Comédie dramatique, aventure, historique et romance",aventure,False
693,"Comédie dramatique, aventure, historique et romance",historique,False
694,"Comédie dramatique, aventure, historique et romance",romance,False
695,http://fr.dbpedia.org/resource/Critique_sociale,critique sociale,True
696,http://fr.dbpedia.org/resource/Musiques_du_monde,musiques du monde,True
697,Musical,musical,False
698,Film noir,film noir,False
699,http://fr.dbpedia.org/resource/Muay_Thaï,muay thaï,True
700,http://fr.dbpedia.org/resource/Renseignement,renseignement,True
701,Guerre / Thriller,guerre ,False
702,Guerre / Thriller,thriller,False
703,"Comédie, fantastique",comedie,False
704,"Comédie, fantastique",fantastique,False
705,Comédie - Mystère,comedie,False
706,Comédie - Mystère,mystere,False
707,http://fr.dbpedia.org/resource/Musique_hip-hop,musique hip-hop,True
708,"Comédie musicale, aventure",comedie musicale,False
709,"Comédie musicale, aventure",aventure,False
710,comédie satirique,comedie satirique,False
711,Film documentaire musical,film documentaire musical,False
712,http://fr.dbpedia.org/resource/Cinéma_comique,cinema comique,True
713,http://fr.dbpedia.org/resource/Sport,sport,True
714,"Animation, court métrage",animation,False
715,"Animation, court métrage",court metrage,False
716,http://fr.dbpedia.org/resource/Musique_symphonique,musique symphonique,True
717,"Documentaire, Comédie",documentaire,False
718,"Documentaire, Comédie",comedie,False
719,http://fr.dbpedia.org/resource/Crime,crime,True
720,Giallo,giallo,False
721,http://fr.dbpedia.org/resource/Reconstitution_historique,reconstitution historique,True
722,Comédie western,comedie western,False
723,"Action, horreur, science-fiction",action,False
724,"Action, horreur, science-fiction",horreur,False
725,"Action, horreur, science-fiction",science-fiction,False
726,http://fr.dbpedia.org/resource/Blue-eyed_soul,blue-eyed soul,True
727,http://fr.dbpedia.org/resource/Blues_rock,blues rock,True
728,"aventure, fantasy",aventure,False
729,"aventure, fantasy",fantasy,False
730,http://fr.dbpedia.org/resource/Concert,concert,True
731,Documentaire musical,documentaire musical,False
732,Musique de films,musique de films,False
733,http://fr.dbpedia.org/resource/Film_de_kung-fu,film de kung-fu,True
734,Biopic,biopic,False
735,http://fr.dbpedia.org/resource/Drama,drama,True
736,"Horreur, Thriller",horreur,False
737,"Horreur, Thriller",thriller,False
738,Aventures animalières,aventures animalieres,False
739,Drame policier,drame policier,False
740,http://fr.dbpedia.org/resource/Satire,satire,True
741,documentaire musical,documentaire musical,False
742,http://fr.dbpedia.org/resource/Quatuor,quatuor,True
743,http://fr.dbpedia.org/resource/Film_experimental,film experimental,True
744,"documentaire, film musical",documentaire,False
745,"documentaire, film musical",film musical,False
746,comédie sociale,comedie sociale,False
747,Manifeste poétique,manifeste poetique,False
748,Film documentaire romancé,film documentaire romance,False
749,http://fr.dbpedia.org/resource/Réalisme_magique,realisme magique,True
750,http://fr.dbpedia.org/resource/Musique_électroacoustique,musique electroacoustique,True
751,http://fr.dbpedia.org/resource/Psychotrope_au_cinéma,psychotrope au cinema,True
752,"Documentaire, Drame",documentaire,False
753,"Documentaire, Drame",drame,False
754,Thriller & Horreur,thriller & horreur,False
755,http://fr.dbpedia.org/resource/Pop_punk,pop punk,True
756,http://fr.dbpedia.org/resource/Emo,emo,True
757,"Aventure, action",aventure,False
758,"Aventure, action",action,False
759,"Comédie, Romance",comedie,False
760,"Comédie, Romance",romance,False
761,http://fr.dbpedia.org/resource/Combats,combats,True
762,Téléfilm jeunesse,telefilm jeunesse,False
763,"Action, combat, comédie",action,False
764,"Action, combat, comédie",combat,False
765,"Action, combat, comédie",comedie,False
766,comédie romantique,comedie romantique,False
767,http://fr.dbpedia.org/resource/Romance_(cinéma),romance (cinema),True
768,Drame surréaliste et symbolique,drame surrealiste,False
769,Drame surréaliste et symbolique,symbolique,False
770,"Fantastique, Aventure, Drame",fantastique,False
771,"Fantastique, Aventure, Drame",aventure,False
772,"Fantastique, Aventure, Drame",drame,False
773,"Biographie, musical",biographie,False
774,"Biographie, musical",musical,False
775,http://fr.dbpedia.org/resource/Polar_(littérature),polar (litterature),True
776,Téléfilm thriller,telefilm thriller,False
777,"Cinéma muet, comédie burlesque",cinema muet,False
778,"Cinéma muet, comédie burlesque",comedie burlesque,False
779,comédie métafictionnelle,comedie metafictionnelle,False
780,film musical,film musical,False
781,"Action, Fantastique, Comédie",action,False
782,"Action, Fantastique, Comédie",fantastique,False
783,"Action, Fantastique, Comédie",comedie,False
784,"Comédie dramatique, thriller",comedie dramatique,False
785,"Comédie dramatique, thriller",thriller,False
786,"Thriller, guerre",thriller,False
787,"Thriller, guerre",guerre,False
788,Pornographique,pornographique,False
789,"Aventure, drame",aventure,False
790,"Aventure, drame",drame,False
791,Compilation,compilation,False
792,"Comédie, drame",comedie,False
793,"Comédie, drame",drame,False
794,"Guerre, drame",guerre,False
795,"Guerre, drame",drame,False
796,http://fr.dbpedia.org/resource/Tragédie_grecque,tragedie grecque,True
797,Essai,essai,False
798,http://fr.dbpedia.org/resource/R'n'B_contemporain,rnb contemporain,True
799,http://fr.dbpedia.org/resource/Films_historiques,films historiques,True
800,idylle pastorale,idylle pastorale,False
801,Comédie dramatique usant d'humour noir,comedie dramatique usant dhumour noir,False
802,Suspense fantastique,suspense fantastique,False
803,"Tragédie, Romance, Histoire vraie",tragedie,False
804,"Tragédie, Romance, Histoire vraie",romance,False
805,"Tragédie, Romance, Histoire vraie",histoire vraie,False
806,Film policier,film policier,False
807,"Film d'action, comédie et crime",film daction,False
808,"Film d'action, comédie et crime",comedie,False
809,"Film d'action, comédie et crime",crime,False
810,Adaptation théâtrale,adaptation theâtrale,False
811,"Fiction, drame",fiction,False
812,"Fiction, drame",drame,False
813,court métrage d'animation,court metrage danimation,False
814,Drame néoréaliste,drame neorealiste,False
815,"horreur, Western",horreur,False
816,"horreur, Western",western,False
817,"Film de guerre, Dramatique",film de guerre,False
818,"Film de guerre, Dramatique",dramatique,False
819,http://fr.dbpedia.org/resource/Peur,peur,True
820,http://fr.dbpedia.org/resource/Art_et_Essai,art et essai,True
821,"Comédie, science-fiction",comedie,False
822,"Comédie, science-fiction",science-fiction,False
823,"Action, horreur, thriller",action,False
824,"Action, horreur, thriller",horreur,False
825,"Action, horreur, thriller",thriller,False
826,Intrigue,intrigue,False
827,"action, horreur",action,False
828,"action, horreur",horreur,False
